process,step,Hongming,Haoyu,Yuqian,ground_true_relabel,id
Cite a Syllabus in APA - Integrating an In-Text Citation,Set off direct quotes with quotation marks,0,0,1,0,1639
Play Chopsticks on a Keyboard or Piano - Playing the Song,Play the first measure,1,1,0,1,1640
Create a Kahoot Game,Click to choose a template or create a new game from scratch,1,1,1,1,1642
Clean Your Dog's Toothbrush - Disinfecting the Toothbrush,Add lemon juice to the water,1,1,0,1,1643
Write a Customer Relationship Management Plan - Writing Your CRM Plan,Determine who in the company will be responsible for each part of your CRM plan,1,1,1,1,1644
Be Ready and Comfortable Kissing a Guy,Start by cuddling,0,0,0,0,1645
"Add Colorful Emoticons, Icons and Smiley Faces in Outlook","Go to ""New"" button and create a new message (email)",0,0,0,0,1646
Bake Halibut - Parchment Baked Halibut,Arrange the aromatics on top,1,1,1,1,1647
Transfer Nokia Contacts to a Samsung - Syncing Google Contacts,Tap to turn the switch on next to “Contacts,0,0,0,0,1648
Apply for a Marriage License in Kentucky - Getting a Marriage License in Kentucky if Both Parties are over 18,Complete the marriage license application form,1,1,1,1,1649
Gently Curl Your Hair - Using a Headband,Shake out and style your curls,1,1,1,1,1652
Play French Darts,Keep playing until you have a winner,0,0,0,0,1653
Build a DIY Picture Frame Shelf - Making a Gallery Ledge Shelf,Align and fasten your 1x4 boards,1,1,1,1,1654
Make Soursop Juice - Mashing the Soursop,Wash the fruit,1,1,1,1,1655
Dispose of Coffee Grounds - Making a Compost Heap,Place a large lidded compost bin in a shaded dry spot,1,1,1,1,1656
File a Complaint Against an Arizona Real Estate Agent - Complaining to the Arizona Department of Real Estate,Provide copies of all related documents,1,1,1,1,1657
Clean Ears with Peroxide - Setting Up,Warm the oil and peroxide,1,0,0,0,1659
Make Your Mobile Phone Number Appear As a Private Number - Asking Your Carrier To Make Your Number Private,Open the phone app,0,0,0,0,1660
Draw Skylanders - Hex,"Near the topmost and center of the paper, draw a circle for her head",0,0,0,0,1661
Preserve Lemons - Prepping the Lemons,Choose ripe Meyer lemons,0,0,0,0,1662
Hug Your Boyfriend - Hugging Your Boyfriend Properly," Gently squeeze him, and press your body against his",0,0,0,0,1664
Give Flat Hair Volume - Drying Your Hair to Add Volume,Flip your hair upside-down,1,1,1,1,1665
Find a Nursing Home for a Senior - Getting Set up in the Nursing Home,Fill out the admissions paperwork,1,1,1,1,1667
Brown a Roast for Cooking in a Crockpot,Place the meat on a cutting board,0,0,0,0,1669
Recognize and Treat Postpartum Psychosis - Diagnosing Postpartum Psychosis,Rule out potential medical causes,1,0,0,0,1670
Field Dress a Deer - Removing the Entrails,Cut all the way up the deer’s midline without piercing the entrails,1,1,1,1,1671
Make Banana Walnut Cake Pops - Decorating the Cake Balls,Chill the cake balls ,1,1,1,1,1672
Blow Dry Layered Hair - Blow Drying Short Layers,Blow dry from roots to tips,1,1,1,1,1673
Blow Dry Layered Hair - Blow Drying Short Layers,Pat your hair dry with a towel if necessary,1,1,1,1,1674
Calculate the Volume of a Cube - Finding Volume from Surface Area,Divide the cube's surface area by 6,0,0,0,0,1677
Make a Good Pot of Coffee - Brewing the Coffee,Select how much coffee you want to make,1,1,1,1,1678
Alleviate Headaches During Pregnancy - Recognizing More Serious Problems,Recognize the signs of pre-eclampsia,1,1,1,1,1679
Make Straight Cuts with a Circular Saw - Constructing and Using a Straight Edge,Raise and measure the board you wish to cut with the straight edge,1,1,1,1,1680
Be Ready and Comfortable Kissing a Guy,Close the eyes,0,0,0,0,1681
Dry a Dog - Drying Your Dog With a Chamois,Pet your dog.,1,1,0,1,1683
Dry Sage - Drying Sage in a Food Dehydrator,Set your dehydrator on a appropriate temperature,1,1,1,1,1685
Use Instacart on an iPhone or iPad,Make sure the device is connecting to internet,0,1,1,1,1686
Hug Your Boyfriend - Hugging Your Boyfriend Properly,Make sure that you look good and smell nice,1,1,1,1,1688
Construct a Raised Planting Bed - Constructing the Frame,Dig a trench,1,1,1,1,1689
Password Protect a PDF - Using PDF2Go,Select your PDF,1,1,1,1,1691
Use Bing Maps - Viewing Maps,Download the Bing Maps app,1,1,0,1,1692
Promote Root Growth - Encouraging Growth in Cuttings,Place the cutting in an area with bright light,1,0,0,0,1693
Cook Goose Breasts - Pan-Roasted Goose Breasts,Preheat the oven and cut slashes across the skin,1,1,1,1,1694
Make Curly Fries - Baking the Fries,Toss in oil,1,1,1,1,1695
Reset Browser Settings - Firefox,Press the Reset Firefox,1,1,1,1,1696
Bake Eggs - Making Shirred Eggs," Season the eggs with salt, pepper, and grated cheese, if desired",0,0,0,0,1697
Install Popup Camper Air Conditioner Roof Supports - Completing the Installation,Prepare appropriate tool sets,1,1,1,1,1698
Store Collard Greens - Storing Fresh Collard Greens,Wash before preparing,1,1,1,1,1699
Update Your Vehicle Registration - Changing Your Name,Visit your local DMV,1,0,0,0,1701
Get a Federal Explosives License - Submitting a Complete Application,Receive a response,1,1,1,1,1702
Give Flat Hair Volume - Drying Your Hair to Add Volume,Scrunch your hair,1,1,1,1,1703
Service an Air Conditioner - Clean the Air Conditioner,Cover the motor and wiring with a sheet,1,1,1,1,1705
Boil Cabbage - Boiling the Cabbage,Season the cabbage,1,0,1,1,1706
Store Collard Greens - Storing Fresh Collard Greens,Do not wash the collard greens,1,0,0,0,1707
Cook Diced Beef - Sautéing Diced Beef,Warm your diced beef,1,1,1,1,1708
File for a K1 Visa - Filing Your Petition with USCIS,Get a check or money order for the filing fee,1,1,1,1,1710
Glue Fabric to a Hat Frame," Be sure material has adhered to frame on each space glued, before going on to the next space",1,1,1,1,1712
Clean a Granite Sink - Removing Hard Water Stains,Apply olive or mineral oil to a cloth,1,1,0,1,1713
Write a Customer Relationship Management Plan - Writing Your CRM Plan,Consider using a CRM plan template,0,0,0,0,1714
"Cut a Cabbage Into Wedges - Cutting Long, Skinny Cabbage",Remove the outer leaves,0,0,0,0,1715
Stop Hormone Replacement Therapy (HRT) - Stopping Hormones,Follow your doctor's instruction,1,1,1,1,1717
Copy Text from a PDF to a Word Doc - Using Adobe Acrobat Reader for Windows or macOS,Open your PDF in Acrobat Reader,1,1,1,1,1718
Separate Sand and Salt - Carrying Out the Experiment,Heat the salt water until the water boils. Continue boiling it until the water is gone and you're left with the salt.,1,1,1,1,1720
Get Dog Urine Smell out of Carpets - Cleaning with Vinegar and Baking Soda,Cover the vinegar solution with baking soda to deodorize your carpet,1,1,0,1,1721
Defrost Salmon - Thawing in Cold Water,Thaw the salmon under cold water for up to 1 hour before cooking it,0,0,1,0,1722
Fix a Bicep Tear - Resuming Physical Activity,Do 10 supination and pronation stretches,0,0,0,0,1723
Get an Article Approved in wikiHow's Quality Review," Keep editing the article until it's as helpful, detailed and in-depth as you think it can possibly be",0,0,1,0,1724
"Cut a Mat Using a Utility Knife - Planning, Drawing Guide Lines and Cutting the Board to Size",Find a sturdy surface for mat cutting,1,1,1,1,1725
Cook Brazilian Rice - Method One: Traditional Brazilian Rice,Simmer until done,0,0,1,0,1728
Find Fulfilling Work - Finding a Possible Career Path,Identify barriers preventing you from being who you want to be,1,1,1,1,1729
Glue Fabric to a Hat Frame,Cover the surface of the hat frame where the fabric is to be applied with glue,1,1,1,1,1730
Row on a Rowing Machine - Completing the Movement,Set appropriate weight,1,1,1,1,1732
Stay Organized when Moving,Make up the boxes,1,1,1,1,1733
Be a Good Hamster Owner (for Kids) - Cleaning Your Hamster’s Cage,Restock the bedding and replace toys and other objects,0,0,0,0,1734
Use Excel - Creating Charts,Click Recommended Charts,0,0,0,0,1735
Peel a Kiwi - Peeling kiwifruit with a spoon,"One should wash Kiwi before cut off both ends ,",0,1,1,1,1736
Keep a Pet Snail - Making a Habitat,ensure snail has adequate food and water,1,1,1,1,1737
"Create a Go Kart with a Lawnmower Engine - Assembling Motor Mount, Brake Rod, and Accessories",Put in the brake rod guide tab,1,1,1,1,1738
Get Married in Oregon - Planning a Wedding Ceremony,Choose a season,1,1,1,1,1739
Download Kindle Books on an iPad - Adding Non-Kindle Content to Your Kindle App,Download and install the transfer software for your computer,1,1,0,1,1740
Clean Skylights - Cleaning Skylights from the Outside,Climb down the ladder and spray down the skylight with a hose,1,0,0,0,1742
Apologize After a Heated Argument - Re-establishing Trust After an Argument,Consummate the apology,0,0,0,0,1744
Write a Customer Relationship Management Plan - Writing Your CRM Plan,Include financial and time budgets for your CRM plan,1,1,1,1,1745
Paint Patio Furniture - Refinishing Rusty Metal Furniture,Buy rust-inhibiting spray primer and paint,1,1,1,1,1748
Sell Crafts Online Easily - Launch Your Website,Include a contact form so that buyers can reach you for questions and special order requests,1,1,1,1,1750
Apply for a Job in Canada - Applying and Interviewing,Fill out the job application completely and honestly,1,1,1,1,1752
Play Chopsticks on a Keyboard or Piano - Playing the Song,Play the E and G notes,0,0,0,0,1753
Make a Balloon Pet - Balloon stress relief pet,Choose a balloon color,0,0,0,0,1754
Open XML - Using a Text Editor,Interpret the text on the screen,0,0,0,0,1755
Make German Chocolate Caramel Brownies,Bake the brownies,1,1,1,1,1756
Make Banana Walnut Cake Pops - Decorating the Cake Balls,Use the walnut pieces on the cake balls,1,1,1,1,1758
Find Surface Area of a Triangular Prism - Finding the Lateral Area,Find a formula to calculate the lateral area of a triangular prism,1,1,1,1,1759
Use Massage for Neck Pain - Giving Yourself a Massage,Start under your ears,0,0,0,0,1760
Feather Your Hair - Prepping Your Hair,Dry your hair and apply product as needed,1,1,1,1,1761
Burn Essential Oil - Using a Traditional Oil Burner,Insert and light your tea light,0,0,0,0,1762
Make Pickles - Simple Pickles,Slice cucumbers,1,1,1,1,1763
Make Rock Cakes - Variations,Add lemon juice or orange juice for a moist citrus rock cake,0,0,0,0,1764
Use a GoPhone Plan With an iPhone - iPhone through iPhone 3GS,Replace the iPhone SIM card,0,0,0,0,1766
Style Waist Length Hair - Getting Creative with Chopsticks and Braids,Twist your ponytail into a bun,0,0,0,0,1767
Make a Gas Mask - Making an Air Filter for your Mask,Poke holes in the charcoal end of your filter when you’re ready to use it,1,1,1,1,1768
Build a DIY Picture Frame Shelf - Making a Gallery Ledge Shelf,Drill pilot holes for easier fastening,1,1,1,1,1770
Diagnose a Yeast Infection at Home - Using a Home Test Kit,Hold the swab against the chart to read your results,1,1,1,1,1772
Get Dog Urine Smell out of Carpets - Cleaning with Vinegar and Baking Soda,Use a carpet brush to lightly go over the area.,1,0,0,0,1773
Make a Vacuum Chamber - Making a Lid for a Cooking Pot Pressure Cooker,Trace the top of the pot on a piece of a crystal clear acrylic sheet,1,0,0,0,1775
Make Vegetable Fritters - Making Gluten Free Vegetable Fritters,Combine the zucchinis with the rest of the ingredients,1,1,1,1,1776
Arrange Silk Flowers - Creating Your Floral Arrangement,Add floral foam or clay at the bottom of your vessel,1,1,1,1,1777
Read Google Books,Go to the classic Google Books website or the new one,1,1,1,1,1779
Recognize and Treat Postpartum Psychosis - Diagnosing Postpartum Psychosis,Distinguish between depression and psychosis,1,1,1,1,1780
Go to Sleep Fast for Kids - Starting a Bedtime Routine,Climb into bed,1,1,1,1,1781
Bypass Your School's Filter on Any iOS Device (Hack Free) - Using a Web Proxy,Find a web proxy that works,1,1,1,1,1782
Strap a Thumb - Getting Ready to Strap Your Thumb,Prepare your skin for bandaging and taping,1,1,1,1,1783
Grow Birch Trees - Planting the Birch Tree,Soak the seedling roots with water,1,1,1,1,1784
Issue a Refund - Using Google Payments Merchant Center,Click on “Refund order” ,1,1,1,1,1785
Use Fashion Tape - Attaching the Tape,Peel off the papers covering the adhesive,1,1,1,1,1786
Make Straight Cuts with a Circular Saw - Constructing and Using a Straight Edge,Clamp the straight edge and trim it with a circular saw,1,1,1,1,1787
Stay Organized when Moving,Pack your box,1,1,1,1,1788
"Add Colorful Emoticons, Icons and Smiley Faces in Outlook"," Add it by clicking on the ""Add"" button",1,0,0,0,1789
Burn Essential Oil - Using a Traditional Oil Burner,Choose a traditional candle burner for its simplicity,0,0,0,0,1790
Find Surface Area of a Triangular Prism - Finding the Lateral Area,Calculate the perimeter of one base,1,1,1,1,1791
Make a Tight Turn Quickly in a Car - Using Your Handbrake,Push your handbrake down and let the wheel spin in the other direction,1,1,1,1,1792
Sew in a Lace Closure for Your Hair - Sewing in the Wefts,Continue sewing the weft to your braids back-and-forth across your head,1,1,1,1,1793
Hide Your Profile Picture on Facebook - Using a Computer,Open Facebook in your internet browser,1,1,1,1,1794
Bake Halibut - Parchment Baked Halibut,Fold the parchment paper into packets,1,1,1,1,1795
Cook Freekeh - Freekeh Pilaf,Drain the freekeh,1,1,1,1,1796
Paint a Model Car - Hand Painting the Car,Wash your model car,1,1,1,1,1797
Peel and Devein Shrimp - Deveining Shrimp,Leave the tail on,1,0,0,0,1799
Make an Automatic Chicken Feeder - Cutting Out Your Pieces,Mark the bin where you want to make holes,1,1,1,1,1800
Defrost Salmon - Thawing in Cold Water,Place the frozen salmon in a resealable plastic bag,1,1,1,1,1801
Make a Vegan Avocado Chocolate Cake, Add the flour and baking soda to the mixing bowl,1,1,1,1,1802
Service an Air Conditioner - Clean the Air Conditioner,Plug in the power,1,0,0,0,1803
Bake a Cake - Making Apple Cake,Blend the wet ingredients,1,1,1,1,1804
Format FAT32 - Windows (Drives 32 GB and Smaller),Give the drive a label,0,0,0,0,1805
Make Vegetable Fritters - Making Gluten Free Vegetable Fritters,Cook the fritters per side,1,1,1,1,1806
Calculate the Volume of a Prism - Calculating the Volume of a Triangular Prism,Find the height,1,1,1,1,1807
Clean a MacBook Pro Keyboard - Cleaning and Disinfecting the Keyboard Surface," Dry your keyboard with a dry, lint-free, microfiber cloth",0,0,0,0,1808
Uninstall Twitch on PC or Mac - Using Mac,Click OK in the pop-up,1,1,1,1,1809
Write Headings for an Article - Writing Headings for APA Articles,Create a level two heading,0,1,0,0,1810
Make Rainbow Frosting - Skittles Rainbow Frosting,Separate the Skittles into each color,1,0,1,1,1811
Make a Tight Turn Quickly in a Car - Using Your Handbrake,Drive into the turn at a fast speed,0,0,1,0,1813
Set Google Chrome As Your Default Browser - macOS,Install Chrome,1,1,1,1,1814
Clean a Granite Sink - Removing Hard Water Stains,Rinse the sink,1,1,1,1,1815
Use Microsoft Paint in Windows - Adding Text,Increase the text box's size ,0,0,0,0,1816
Take Care of and Prevent a Rip in Gymnastics - Healing a Minor Gymnastics Rip,Spray on a liquid bandage,0,0,0,0,1817
Service an Air Conditioner - Clean the Air Conditioner," Replace the unit cover, and turn it on to make sure it runs properly",1,1,0,1,1818
Use Instacart on an iPhone or iPad,Open the Instacart app,1,1,1,1,1820
Hug Your Boyfriend - Hugging Your Boyfriend Properly,Hold the hug for a few seconds,0,0,0,0,1822
Make Arroz Con Gandules Quickly,Gather all the ingredients you will need,1,1,1,1,1824
Block a Website with an Internet Filter - Block Website with Internet Filter," Go to the browser, try to open the websites you add to the Black List, they are blocked",1,1,0,1,1826
Calculate the Volume of a Cube - Finding Volume from Surface Area,Measure the perimeter of the cube,1,1,1,1,1827
Make Mod Podge - Making Glue-Based Mod Podge,Add the water into the container,1,1,1,1,1828
Repair a Book's Binding - Reattaching Loose Pages,Let the book dry ,1,1,1,1,1829
Make Shrimp Chef Salad with Lime and Cilantro," Thoroughly wash the lettuce, cucumber, and tomatoes",1,1,1,1,1830
Make Spring Rolls - Cooking Thai Fresh Rolled,Mix the tapioca flour and rice flour in bowl,1,1,1,1,1831
Apply for a Job in Canada - Applying and Interviewing,Show up on time and well-dressed for your interview,1,1,1,1,1832
Make a Garden Flag - Hanging Your Garden Flag,Choose a sheltered location for your flag,1,0,0,0,1833
Hug Your Boyfriend - Hugging Your Boyfriend Properly,make sure he also want to hug,1,1,1,1,1835
Hang Your Phone While Charging It - Hanging Your Phone by Its Cord,Bring the loose cord end over the adapter down into your phone,1,0,0,0,1837
Dehydrate Citrus Fruit - Cleaning and Slicing the Citrus,Cut your citrus fruits ,0,1,1,1,1838
Report International Fraud - Reporting International Scams to EConsumer,Visit their website,1,0,0,0,1839
Turn Off Voicemail on a Samsung - Changing Call-Forwarding Settings,Open the Phone app,1,1,1,1,1842
Make a Motion at a Board of Directors Meeting - Reaching a Resolution,Argue for your motion,1,1,1,1,1843
Clean a CPAP - Cleaning Your CPAP Mask Daily,Air dry your mask after washing,1,1,1,1,1844
Change Your General Preferences on Safari - iOS,Turn on the pop-up blocker to prevent pop-ups,0,0,0,0,1846
Make an Outdoor Canopy - Making a Canopy with 4 Poles and a Tarp,Put 1 longer tent pole in the middle of the canopy and stick it in the ground,1,1,1,1,1847
Clean Behind Your Ears - Cleaning With a Cotton Swab,Repeat on other ear.,0,1,0,0,1848
Create a Fillable PDF - Editing Form Fields,Click the Tools menu and select Prepare Form,1,1,0,1,1849
Field Dress a Deer - Removing the Entrails,Slice the skin all the way up to the neck and down to the anus,0,0,1,0,1852
Stay Organized when Moving,Seal the box and label it,1,1,1,1,1853
Check Traffic - Checking Traffic with Google Maps,Choose the route that Google marks as the fastest,1,0,0,0,1855
Give a Thumbs Up for an Edit on wikiHow - Giving Someone a Thumbs Up in Recent Changes Patrol," Press the ""Thumbs Up"" button if it was a good contribution, and mark the edit as patrolled",1,1,1,1,1856
Uninstall Twitch on PC or Mac - Using Mac,Find the Twitch app,1,1,1,1,1858
Check Traffic - Checking Traffic with Google Maps,Click “Directions” and enter your starting point,0,1,1,1,1859
Sell Crafts Online Easily - Launch Your Website,Set up a website or simple blog to link to your new Etsy and ArtFire stores ,1,1,1,1,1860
Check Traffic - Checking Traffic with Google Maps,Select “Menu” if you are using the Google Maps website,1,0,0,0,1863
Make a Paper Hat - Making a Sailor or Alpine Hat,Open the base of the hat to put it on,1,0,0,0,1864
Turn On Windows Defender - Turning on Windows Defender,"In the search bar, type Windows Security",0,0,0,0,1865
Get Amaryllis to Rebloom - Caring for Amaryllis in Summer,Fertilizer once every two weeks,1,1,1,1,1866
Bake Halibut - Parchment Baked Halibut,Preheat the oven to 400 degrees Fahrenheit (200 degrees Celsius),1,1,1,1,1867
Copy Text from a PDF to a Word Doc - Using Adobe Acrobat Reader for Windows or macOS,Paste the copied text,1,1,1,1,1868
Convert MediaWiki to WordPress,Install new WordPress website and activate all the necessary plugins,1,1,1,1,1869
Control Notifications on Periscope - Configuring Periscope’s Notifications Settings on iOS,Allow notifications for Periscope,1,1,1,1,1871
Make a Paper Hat - Making a Sailor or Alpine Hat,Crease a rectangular sheet of paper down the middle,0,0,0,0,1872
Give a Thumbs Up for an Edit on wikiHow - Giving Someone a Thumbs Up in Recent Changes Patrol,Go to Recent Changes Patrol,1,0,0,0,1873
Print Wirelessly from an iPad with HP Eprint App - Linking a Printer,Select a printer,1,1,1,1,1875
Find the Surface Area of a Pyramid - Finding the Surface Area of a Square Pyramid,Add the base surface area and the lateral surface area,1,1,1,1,1876
Cut Wood Slices - Cutting Large Slices with a Chainsaw," Move the slice out of the way and repeat, if desired",1,1,0,1,1877
"Cut a Mat Using a Utility Knife - Planning, Drawing Guide Lines and Cutting the Board to Size"," Use only white, pebble surface mat board",0,0,0,0,1878
Print Wirelessly from an iPad with HP Eprint App - Linking a Printer,Turn on bluetooth/turn on wifi connections on printer,1,1,1,1,1879
Take Care of and Prevent a Rip in Gymnastics - Healing a Minor Gymnastics Rip,Wash the hands in soap and water after removing the skin,1,1,1,1,1880
Update Your Browser - Updating Apple Safari on Mac OS X,Browse the list of updates to locate updates for your Safari browser,1,1,1,1,1881
Repair a Book's Binding - Reattaching Loose Pages,carefully line the pages up,1,1,1,1,1885
Cook Freekeh - Freekeh Pilaf,Sauté the onions,1,1,1,1,1886
Save a wikiHow Article to Read Offline - iOS App,Download the wikiHow App for your iPhone or iPad,1,1,1,1,1887
Hide Your Profile Picture on Facebook - Using a Computer,Click the picture you want to hide,1,1,1,1,1889
Make Vegetarian Yakisoba," Arrange egg roll slices on the plate, scoop 2 ladles of vegetable noodles, garnish with fried onion flakes and beni shoga",1,1,1,1,1891
Flat Iron Hair - Learning the Technique,Separate your hair into several sections,0,0,1,0,1892
Make a Balloon Pet - Balloon stress relief pet,Add air into the balloon,1,0,1,1,1893
Make a Care Package for a Long Distance Partner - Assembling the Care Package,Find an attractive box,0,0,0,0,1894
Make Aspirin if You're Lost in the Woods - Gathering Ingredients,Keep in mind that any willow tree will do,1,1,1,1,1895
Grow a Magnolia Tree - Laying the Seed,Peel and scarify the seeds,1,1,1,1,1896
Make a Vanilla Cake - Basic Vanilla Cake,Pour the cake batter in a cake pan,1,1,1,1,1897
Apologize After a Heated Argument - Re-establishing Trust After an Argument,Acknowledge the reason that you had a fight,1,1,1,1,1898
Make Slow Cooker Glazed Carrots - Whipping Up Slow Cooker Brown Sugar Glazed Carrots,Grease the slow cooker,1,1,1,1,1899
Keep Japanese Weather Loaches - Setting up Your Aquarium,Fill your tank with conditioned water,1,1,1,1,1901
Check Your SAT Score - Evaluating Other Relevant Information,Check your college readiness,0,0,0,0,1903
Wind a Grandfather Clock - Winding a Chain-Wound Clock,Make adjustments if necessary,1,1,1,1,1904
Construct a Raised Planting Bed - Constructing the Frame,Place 4 wood stakes at the inner corners of the planter,1,1,1,1,1906
Do a Pour Painting - Finishing Your Painting,Seal the canvas to protect the paint,1,1,1,1,1908
Use Microsoft Publisher - Saving Your Document,Specify the location to which you want your document saved,1,1,1,1,1909
File a Case in Consumer Court - Resolving Your Case,Appear at any other hearings as required by the court,1,1,1,1,1910
Teach a Child to Use the Telephone," When your child is comfortable with this, and has whatever you want him/her to say memorized, let your child begin to answer the phone by him/herself",1,1,1,1,1911
Clean Rust Off Cast Iron - Using Vinegar,Wash the cast iron,1,1,1,1,1912
Report a Fake Account on Facebook - Using the Mobile App,Log in to Facebook,1,1,1,1,1913
Clean Skylights - Cleaning Skylights from the Outside,Set up a ladder on the side of the house to access the roof,1,1,1,1,1914
Style Waist Length Hair - Getting Creative with Chopsticks and Braids,Go to an Asian restaurant to get chopsticks,0,0,0,0,1917
Play Chopsticks on a Keyboard or Piano - Playing the Song,Play the D and B notes,1,0,0,0,1918
Make a Concept Map - The Spider Concept Map,Write the supporting topics around their the subtopics,1,1,1,1,1923
Blow Dry Layered Hair - Blow Drying Short Layers,Proceed to dry the rest of your hair the way described previously,0,1,0,0,1924
Use Microsoft Paint in Windows - Adding Text,Give your text a background ,0,0,0,0,1925
Build a DIY Picture Frame Shelf - Making a Gallery Ledge Shelf,Get your work area ready,1,1,1,1,1926
"Add Colorful Emoticons, Icons and Smiley Faces in Outlook"," Now, go to the ""AutoCorrect"" option by following this path: After clicking on ""AutoCorrect"" button, other pop-up window will appear on screen which brings you directly to setting page of ""AutoCorrect"" option",1,0,0,0,1927
Separate Sand and Salt - Carrying Out the Experiment,Add water into the mixture of sand and salt into a pan,1,1,1,1,1928
Flat Iron Hair - Learning the Technique,"Plug in your iron and flick the switch to ""on",1,1,1,1,1929
Find a Nursing Home for a Senior - Getting Set up in the Nursing Home,Complete the financial assessment to determine the payment plan,1,1,1,1,1930
Buy a Remote Starter for a Truck,Determine what kind of remote starter you need for your particular type of truck,1,1,1,1,1931
Use Google Keyword Planner - Using the New Keyword Search," Avoid the ""landing page"" service",0,0,0,0,1934
Cover Dining Room Chairs - Covering Chairs with Store-Bought Slipcovers,Fasten the slipcover onto your chair,1,1,1,1,1935
Care for a Hedgehog with Wobbly Hedgehog Syndrome - Seeking Veterinary Care,Find a vet with experience treating animals,1,1,1,1,1936
Apologize After a Heated Argument - Re-establishing Trust After an Argument,Address potential causes of continued tension with your loved one,1,1,1,1,1937
Throat Sing - Throat Singing,Slowly change the shape of your lips to adjust the sound,1,1,1,1,1938
Create a Chocolate Rose Arrangement - Making the Chocolate Roses,Place molds in the refrigerator and allow to chill for 15 or more minutes,1,1,1,1,1939
Choose Kayak Paddles - Picking a Paddle Length,Choose a shorter paddle if the kayak’s seat is higher up,1,1,1,1,1941
Cook Freekeh - Freekeh Pilaf,Serve with yogurt and pine nuts,1,0,0,0,1943
Clean a Dog's Wound - Seeking Professional Veterinary Help,first clean the place of injure in dog,1,1,1,1,1945
Make Caramel Frosting - Making Classic Caramel Frosting,Set the saucepan on the side until it's cooled down,0,0,0,0,1946
Report Visa Violations - Reporting a Visa Holder,"To report a person you think may be in the U.S. illegally, use the Homeland Security Investigations online tip form or call 1-866-347-2423",1,1,1,1,1948
Turn Off Voicemail on a Samsung - Changing Call-Forwarding Settings,Tap Turn off,1,1,1,1,1949
Switch Medicare from One State to Another - Moving with a Medigap Plan,Identify the Medigap plan you have,1,1,1,1,1950
Train Puggles - House-Training Your Puggle,Clean up any accidents right away,0,0,0,0,1953
Repair a Book's Binding - Reattaching Loose Pages,Purchase binding glue,1,1,1,1,1954
Prune Citrus Trees - Tailoring Your Pruning,Remove any low-lying “skirting” branches,1,1,1,1,1955
Keep a Pet Rat Clean - Massaging a Hairless Rat,Squirt pure castile soap onto a washcloth and soak in the sink,1,0,1,1,1956
Boil Cabbage - Boiling the Cabbage,Add the cabbage to the boiling water,1,1,1,1,1957
Create a Chocolate Rose Arrangement - Making the Chocolate Roses,Place cookie sticks into the bottom of each mold so its ready to be covered with chocolate,1,1,1,1,1961
Keep a Pet Rat Clean - Massaging a Hairless Rat,Massage your hairless rat,1,1,1,1,1962
Issue a Refund - Using Google Payments Merchant Center,Click on the order for which you want to issue a refund,1,1,1,1,1964
Write Headings for an Article - Writing Headings for APA Articles,Create a level four heading,0,0,0,0,1965
Cook Goose Breasts - Pan-Roasted Goose Breasts,Sear the goose breasts ,1,1,1,1,1966
"Decorate a Fondant Cake - Using Buttercream, Royal Icing, and Other Embellishments",Pipe buttercream onto the fondant cake,1,1,1,1,1969
Use Google Keyword Planner - Multiplying Keyword Lists to Get New Keyword Ideas,logout,0,0,0,0,1970
Deal With a Lying Child - Handling Lying in Adolescents (ages 10 and up),Evaluate your role in adolescent lying,1,1,1,1,1971
Create Course Content for a MILPA Course - Preview and save the changes made to media lecture,Save the Media Lecture,1,1,1,1,1972
Draw Cute Animals - A Cute Tiger,Draw patterns on the tiger’s body,0,0,0,0,1973
Password Protect a PDF - Using PDF2Go,Click Download File,1,1,1,1,1974
Password Protect a PDF - Using PDF2Go,Click SAVE CHANGES,1,1,1,1,1975
Stay Organized when Moving," Using masking tape, make tabs for your spiral notebook that match the categories you just created",1,2,1,1,1976
Make Vegetable Fritters - Making Gluten Free Vegetable Fritters,Ensure all ingredients are gluten free,1,1,1,1,1978
Make a Concept Map - The Spider Concept Map,Write the subtopics around the main topic,1,1,1,1,1980
Reset Browser Settings - Firefox,Understand what resetting Firefox will accomplish,0,1,1,1,1981
Make a Paper Hat - Making a Sailor or Alpine Hat,check it everything is ok,1,1,1,1,1983
Alleviate Headaches During Pregnancy - Recognizing More Serious Problems,seek medical advice by calling your public health line,1,1,1,1,1987
Use a VCR for Extended Recording of Radio Talk Shows,Press Menu (to return to normal TV display),0,1,0,0,1989
Eject the CD Tray for Windows 10,Unplug all power cords from the back of the PC,0,-1,0,0,1990
Tell If Someone Is in Your Closet,Bang on the closet door loudly,0,-1,0,0,1994
Bypass Your School's Filter on Any iOS Device (Hack Free) - Using a Web Proxy,follow the prompts to connect to proxy,1,1,1,1,1995
Remove Vocals from Songs - Removing the Center Channel,Convert the file back to mono,1,1,1,1,1996
Breed Alpacas - Encouraging Reproduction,Induce ovulation in the female alpaca,1,1,1,1,1997
Decorate Garden Stones - Organizing Your Project,Do the same for indoor stones,0,1,0,0,2002
"Cut a Mat Using a Utility Knife - Planning, Drawing Guide Lines and Cutting the Board to Size",be careful while handling knife,1,1,1,1,2003
Issue a Refund - Using Google Payments Merchant Center," Select the reason for the refund from the dropdown menu, then click “Refund order",1,1,1,1,2004
Boil Cabbage - Boiling the Cabbage,Cook uncovered at a simmer or gentle boil,1,1,0,1,2005
Measure an Angle Using a Protractor - Calculating Reflex Angles,Draw a straight line from the vertex of the angle,1,1,1,1,2006
