process,step,annotation,iaa,true_label,id
Field Dress a Deer - Removing the Entrails," Cut a hole around the anus, then tie it off from the inside to prevent spilling","[0, 2, 2, 2, 0]",0.4,1,211
"Create a Go Kart with a Lawnmower Engine - Assembling Motor Mount, Brake Rod, and Accessories", Attach the throttle cable guide tab,"[-1, 2, 1, 1, 0]",0.4,1,212
Make an Automatic Chicken Feeder - Cutting Out Your Pieces, Fit the pipe fittings in the holes,"[1, 2, 0, 1, 1]",0.6,1,213
Learn Cooking by Yourself - Mastering the Basics, Move on to casseroles,"[0, 1, 2, 2, 1]",0.6,1,214
Catalogue Your Books with Goodreads - Adding Shelves to Your Virtual Bookshelf, Add a shelf,"[2, 0, 1, 1, 1]",0.6,1,215
Row on a Rowing Machine - Completing the Movement,Warm up your body properly so you don't have physical problems before starting.,"[1.0, 1.0, 1.0, 2.0, 2.0]",1.0,1,216
Grow a Magnolia Tree - Laying the Seed, Plant the seeds,"[0, 1, 1, 1, 1]",0.6,1,217
Transfer Nokia Contacts to a Samsung - Syncing Google Contacts, Sign into your Google account,"[1, 0, 0, 1, 0]",0.4,0,218
Remove Vocals from Songs - Removing the Center Channel, Import the audio into the editing software of your choice,"[1, 1, 1, 2, 2]",1.0,1,219
Take Legal Action for Player to Player Violence - Negotiating a Settlement with the Player, Negotiate back and forth,"[1, -1, 1, 2, 2]",0.6,1,220
Make Angel's Delight, Keep chilled until ready to serve; dole it out with a large serving spoon or spatula,"[0, 1, 2, 2, 1]",0.6,1,221
Alleviate Headaches During Pregnancy - Recognizing More Serious Problems, See a doctor if symptoms persist or get worse,"[2, 2, 1, 2, 1]",1.0,1,222
Preserve a Butterfly - Mounting Your Butterfly, Spread and pin the top wings out so they’re perpendicular to the butterfly’s body,"[1, 0, 1, 1, 1]",0.6,1,223
Set Google Chrome As Your Default Browser - macOS," Click the Apple menu and select ""System Preferences","[1, -1, 1, 2, 1]",0.6,1,224
Find the Flashlight on an iPhone - Using Control Center,Open Control Center,"[1, 1, 1, 0, 1]",0.6,1,225
Make a Putting Green - Constructing Your Green,Real or artificial.,"[0.0, 1.0, 1.0, 1.0, 1.0]",0.6,1,226
Make Spring Rolls - Cooking Thai Fresh Rolled, Bring the pan over low heat,"[-1, 1, 2, 1, 2]",0.6,1,227
Remove Vocals from Songs - Removing the Center Channel,Start with high-quality audio tracks,"[1, 2, 1, 2, 2]",1.0,1,228
Boil Cabbage - Boiling the Cabbage,First Remove any discoloured leaves from the cabbage,"[1.0, -1.0, -1.0, 0.0, 1.0]",0.4,0,229
Promote Root Growth - Encouraging Growth in Cuttings, Water the mixture around the cutting to stimulate root growth,"[1, 2, 2, 1, 2]",1.0,1,230
Make Dr. Pepper - Shortcut Dr Pepper, Enjoy your homemade Dr Pepper chilled,"[2, 1, 0, 1, 2]",0.6,1,231
Diagnose a Fistula - Getting a Medical Diagnosis,"Get information on the symptoms of anal fistulas, how they are","[2.0, 1.0, -1.0, 2.0, 1.0]",0.6,1,232
Collect Rainwater for Drinking - Filtering the Rainwater, Disinfect the water with chlorine bleach if you’re unable to boil it,"[2, 0, 1, 1, 2]",0.6,1,233
Bake Eggs - Making Shirred Eggs,Preheat your oven to 425 °F (218 °C),"[1, 2, 2, 2, 0]",0.6,1,234
Use a Litter Box for a Rabbit - Setting up the Litterbox,5 cm) layer of newspaper pellet litter,"[-1, 1, 1, 2, 2]",0.6,1,235
Make Aleppo Soap - Molding the Soap, Cover the molds with parchment paper and cardboard,"[1, 2, 1, 2, 0]",0.6,1,236
Find the Surface Area of a Pyramid - Finding the Surface Area of a Square Pyramid,Set up the formula for surface area of a square pyramid,"[1, 0, 2, 1, 2]",0.6,1,237
Make Curly Fries - Baking the Fries, Bake for 15 minutes and flip,"[1, 2, 2, 1, 1]",1.0,1,238
Apply for a Marriage License in Kentucky - Getting a Marriage License in Kentucky if Both Parties are over 18, Present your identification,"[2, 2, -1, 0, 1]",0.4,1,239
Breed Alpacas - Encouraging Reproduction, Wait a week or two after copulation to re-mate alpacas,"[2, 1, 1, 2, 0]",0.6,1,240
Survive in the Woods - Starting a Fire, Create a fire plough to ignite the kindling and start the fire,"[1, 0, 1, 1, 2]",0.6,1,241
Hide Friends on Facebook - On Mobile, Tap Who can see your friends list?,"[1, 2, 1, 1, 0]",0.6,1,242
Peel a Pumpkin - Peeling with a Vegetable Peeler,Start cutting the pumpkin as per your desired size,"[0.0, 2.0, -1.0, 2.0, 1.0, 2.0, 2.0, 2.0, 2.0, -1.0]",0.4,1,243
Clear Your Browser's Cache - Firefox on Desktop,Open Firefox,"[2, 1, 0, -1, 2]",0.4,1,244
Hide Friends on Facebook - On Mobile, Tap Only me,"[2, 2, 1, 0, 0]",0.4,1,245
Make Fluffy Pancakes - Mixing the Dry Pancake Mix, Store leftovers,"[1, 1, 1, 0, -2]",0.4,1,246
Play French Darts, Continue the rounds of play,"[0, 1, 2, 2, 1]",0.6,1,247
Take Care of and Prevent a Rip in Gymnastics - Healing a Minor Gymnastics Rip, Rest the rip for a couple of days,"[0, 0, 1, 0, 1]",0.4,0,248
Make a Garden Flag - Hanging Your Garden Flag, Slip the flag onto the horizontal flagpole,"[-1, 1, -1, 1, 1]",0.4,1,249
Issue a Refund - Using Google Payments Merchant Center,” Google will immediately process the refund,"[0, -1, 0, 1, 2]",0.4,0,250
Repair a Book's Binding - Reattaching Loose Pages, Apply a thin layer of the glue,"[1, 2, 0, 2, 2]",0.6,1,251
Clean Ears with Peroxide - Setting Up,See your doctor before trying to clean your ears at home,"[0, -2, 2, 1, 0]",0.4,0,252
Make Rock Cakes - Variations,Add cinnamon and nutmeg for a spiced rock cake,"[1, 1, 1, 1, 1]",1.0,1,253
Separate Sand and Salt - Carrying Out the Experiment, Boil the saltwater,"[1, 1, 0, 1, 0]",0.4,1,254
Cook Goose Breasts - Pan-Roasted Goose Breasts, Serve the pan-roasted goose breasts,"[0, 2, 1, 2, 1]",0.6,1,255
Change the Root Password in Linux - With the Current Root Password," Type su at the command prompt, and press ↵ Enter","[2, 1, 1, -1, 1]",0.6,1,256
Hide Your Profile Picture on Facebook - Using a Computer, Click the Profile Pictures album,"[2, 1, 1, 1, 1]",1.0,1,257
Hang Floating Shelves - Installing Cleats, Use screws to secure the cleat to the wall,"[1, 2, 1, 2, 1]",1.0,1,258
Stretch the Calf Area of Boots - Stretching Boots with Boot Bands,Purchase 2 boot bands,"[2, 0, 2, 1, 2]",0.6,1,259
Make a Gas Mask - Making an Air Filter for your Mask, Cut off the top of a 1-liter bottle,"[2, 1, 1, 1, 1]",1.0,1,260
Perform Tracheostomy Care - Suctioning the Tube, Prepare and test the catheter,"[0, 1, 2, 1, 1]",0.6,1,261
Make Aleppo Soap - Molding the Soap, Add the soap mixture to the mold(s),"[1, 1, 2, 2, 1]",1.0,1,262
Brake Properly on a Motorcycle - Coming to a Controlled Stop, Press down on the rear brake with your right foot,"[1, 1, -1, 1, 2]",0.6,1,263
Act on a Movie Date at Your Boyfriend's House - Making A Good First Impression, Dress appropriately for the occasion,"[1, 1, 0, 1, 0]",0.4,1,264
Toast Sunflower Seeds - Stovetop Toasting,Heat the coconut oil,"[2, 1, 0, 2, 2]",0.6,1,265
Make Bottle Penguins - Adding Optional Details," Let the hat dry, then add some details","[-1, 1, 2, 1, 2]",0.6,1,266
Gently Curl Your Hair - Using a Headband," Finish off with a texturizing spray and hairspray, if needed","[-1, 1, 0, 2, 1]",0.4,1,267
Make Arroz Con Gandules Quickly, Finished,"[1, 1, 1, 1, 0]",0.6,1,268
Make a Balloon Pet - Balloon stress relief pet, Add hair,"[2, 2, 2, 0, 1]",0.6,1,269
Upload and Download Files on Gavitex - Downloading Files, Click the file you want to download,"[1, -1, 2, 2, 0]",0.4,1,270
Make Caramel Frosting - Making Classic Caramel Frosting, Fill a bowl with cold water,"[2, 0, 1, 2, 2]",0.6,1,271
Measure Helmet Size - Trying on a Helmet,Measure the head size to choose the proper helmet.,"[1.0, 1.0, 1.0, 1.0, 2.0]",1.0,1,272
Clean Under Laptop Keyboard Keys - Putty,lastly clean the putty,"[2.0, 1.0, 2.0, 0.0, 2.0]",0.6,1,273
Check Traffic - Checking Traffic with Google Maps,Open Google Maps on your device,"[2, 1, 2, 1, 1]",1.0,1,274
Make Angel's Delight," Cover and let sit in the refrigerator overnight, to let the cake absorb the juice and settle","[0, 1, 2, 2, 0]",0.4,1,275
Use Fashion Tape - Attaching the Tape, Stick the piece of tape onto your clothing or accessories,"[1, 2, 2, 2, 1]",1.0,1,276
Play French Darts, Learn the basics,"[0, 1, 1, 2, 0]",0.4,1,277
Choose Kayak Paddles - Picking a Paddle Length, Test the paddle by holding your arm up to it,"[1, 1, 1, 1, 2]",1.0,1,278
Buy a Harley Davidson - Considering a Used Harley-Davidson, Verify the vehicle's mileage,"[2, 1, 0, 1, 1]",0.6,1,279
Format FAT32 - Windows (Drives 32 GB and Smaller)," Uncheck ""Perform quick format"" if the USB is performing poorly","[2, 0, 0, 1, -2]",0.4,0,280
Make Banana Walnut Cake Pops - Decorating the Cake Balls,Crack walnuts up,"[1.0, -1.0, 0.0, 1.0, 1.0]",0.4,1,281
Gently Curl Your Hair - Using a Headband," Wrap the rope around the headband, towards the back of your head","[1, 1, 2, 1, 1]",1.0,1,282
Buy a Remote Starter for a Truck, Find retailers that sell the remote starter you are interested in and shop around for the best price,"[1, 0, 1, 1, 2]",0.6,1,283
Make Straight Cuts with a Circular Saw - Constructing and Using a Straight Edge, Cut the board with a circular saw,"[1, 1, 1, 1, 1]",1.0,1,284
Promote Root Growth - Encouraging Growth in Cuttings,"Addition of manure to the soil used to make its more fertile for the plant, also ensure it is positioned where it'll get sunshine.","[0.0, 2.0, -1.0, -1.0, 2.0, 1.0, 1.0, -1.0, 2.0, 1.0]",0.4,0,285
Apply for a Marriage License in Kentucky - Getting a Marriage License in Kentucky if Both Parties are over 18, Complete the marriage ceremony within 30 days of receiving your license,"[2, 2, -1, 0, 1]",0.4,1,286
Make Fluffy Pancakes - Mixing the Dry Pancake Mix, Use fresh baking soda,"[1, 1, 1, 1, 1]",1.0,1,287
Brake Properly on a Motorcycle - Coming to a Controlled Stop, Squeeze the front brakes at the same time with 2 fingers to ease into the stop,"[2, 0, 0, 1, 1]",0.4,1,288
Make a Canoe - Carving Your Dugout Canoe, Cut out the ends,"[1, 0, 1, 0, -2]",0.4,0,289
Delete Bookmarks - Firefox, Open the Library to manage your bookmarks,"[1, 1, 1, 1, 2]",1.0,1,290
Make Angel's Delight," Use another spoon, spread Cool Whip over the fruit layer","[0, 1, 1, 2, 1]",0.6,1,291
Make an Automatic Chicken Feeder - Cutting Out Your Pieces, Cut openings on the inside end of the pipe fittings,"[1, 2, 0, 1, 2]",0.6,1,292
Turn On Windows Defender - Turning on Windows Defender, Click Yes when prompted,"[2, 0, 1, 0, 0]",0.4,0,293
Update Your Browser - Updating Apple Safari on Mac OS X,” The Updates window will display on-screen,"[1, 1, 1, 2, 1]",1.0,1,294
Cut Zucchini - Dicing, Slice each strip into 3 thinner strips,"[0, 2, 2, 0, 1]",0.4,1,295
Rotate Pages in a PDF Document Using Adobe Acrobat - Steps, Specify page range,"[1, 1, 2, 2, 2]",1.0,1,296
Teach a Child to Use the Telephone," After your child is comfortable with this, and you are comfortable with letting him/her do this, you may let him/her answer/make calls whenever!","[1, 1, 2, 1, 1]",1.0,1,297
Write a Hypothesis for an Essay - Composing the Hypothesis,Begin by organizing your research,"[2, 2, 1, 1, 0]",0.6,1,298
Make Vegetarian Yakisoba,Cook noodles according to the instructions on the package,"[2, 2, 0, 1, 1]",0.6,1,299
Measure Helmet Size - Trying on a Helmet,measure the head circumference,"[2.0, 1.0, 2.0, 1.0, 1.0]",1.0,1,300
Peel a Pumpkin - Peeling with a Vegetable Peeler, Rotate the pumpkin to continue the peeling process,"[2, 2, 1, 0, 1]",0.6,1,301
Clean a MacBook Pro Keyboard - Cleaning and Disinfecting the Keyboard Surface, Use a damp microfiber cloth and wipe down the keyboard,"[2, 1, -1, 2, -2]",0.4,1,302
Repair Car Paint Chips - Repainting Medium Sized Chips, Wash and wax the vehicle,"[2, 2, 2, -1, 1]",0.6,1,303
Defrost Salmon - Thawing in Cold Water, Fill up the bowl with cold water until the salmon is submerged,"[1, 1, 0, 1, 2]",0.6,1,304
Strap a Thumb - Getting Ready to Strap Your Thumb, Purchase tape or bandages for your thumb,"[1, 0, 1, 1, 1]",0.6,1,305
Open CSV Files - OpenOffice Calc, Select a CSV file and press “Open”,"[2, 0, 0, 1, 0]",0.4,0,306
Hug Your Boyfriend - Hugging Your Boyfriend Properly, Know what makes a great hug,"[0, -1, 1, 2, 2]",0.4,1,307
Blow Dry Curly Hair with a Diffuser - Blowing It Dry, Turn on the diffuser and hold it pointed up,"[1, 2, 1, -1, 0]",0.4,1,308
Cook Green Beans - Cooking Green Beans in Other Ways, Roast green beans for a warm meal,"[2, 2, 2, 1, -2]",0.6,1,309
Survive in the Woods - Starting a Fire," Use a fire to keep warm, cook your food, and purify your water","[2, 0, 1, 0, 2]",0.4,1,310
Write a Customer Relationship Management Plan - Writing Your CRM Plan, Summarize the information you gathered,"[1, 2, 1, 1, -2]",0.6,1,311
Toast Sunflower Seeds - Stovetop Toasting, Return the skillet to the stovetop,"[2, 1, 0, 2, 1]",0.6,1,312
Clean Your Dog's Toothbrush - Disinfecting the Toothbrush, Soak the toothbrush for 30 minutes,"[1, 2, 1, 1, 1]",1.0,1,313
Set Up Guitar Pedals - Using an Effects Loop, Move volume and modulation into the effects loop,"[1, 1, 1, 1, 1]",1.0,1,314
Bake Halibut - Parchment Baked Halibut, Center the fillets on the parchment paper,"[2, 1, 0, 0, 2]",0.4,1,315
Find Surface Area of a Triangular Prism - Finding the Lateral Area, Plug the perimeter into the lateral area formula,"[2, 1, 1, 2, -1]",0.6,1,316
Harvest Purslane - Growing Purslane, Plant purslane in spring or summer,"[2, 1, 2, 2, 0]",0.6,1,317
Hang Your Phone While Charging It - Hanging Your Phone by Its Cord,"You never know when one of us may be moving phone cords around, ... hook right next to the outlet, to hang your holder from while it's ...","[1.0, 1.0, 1.0, 1.0, -1.0]",0.6,1,318
Make a Putting Green - Constructing Your Green," Add some drainage, if necessary","[2, 0, 1, 2, 0]",0.4,1,319
Use Massage for Neck Pain - Giving Yourself a Massage, Massage trigger points,"[1, 0, 2, 2, 2]",0.6,1,320
Buy Postage Online - Purchasing Postage Labels Online with Stamps.com,Create a Stamps,"[1, 1, 0, 2, 1]",0.6,1,321
Issue a Refund - Using Google Payments Merchant Center,Sign in to your Google Payments Merchant Center account,"[1, 2, 0, 1, 2]",0.6,1,322
Format FAT32 - Windows (Drives 32 GB and Smaller), Verify that your drive works,"[2, 2, 1, -2, 2]",0.6,1,323
Bake Halibut - Parchment Baked Halibut, Serve,"[2, 1, -1, -2, 1]",0.4,1,324
Style Waist Length Hair - Getting Creative with Chopsticks and Braids, Braid each quarter,"[1, 1, 0, 0, 1]",0.4,1,325
Service an Air Conditioner - Clean the Air Conditioner,Make sure the unit is turned off either at the on/off switch and unplugging it or by shutting off the circuit breaker,"[2, 1, -1, 1, 2]",0.6,1,326
Transfer Nokia Contacts to a Samsung - Syncing Google Contacts,” Your phone will sync your Google Contacts,"[0, 0, 2, 1, 0]",0.4,0,327
Get Notified of Changes to a Dropbox on Android, Scroll down and tap Manage notifications,"[0, 1, 1, 2, 2]",0.6,1,328
Install Internet Explorer - Using Windows 10, Click the file that begins with EIE11_EN,"[1, 2, 1, 2, 2]",1.0,1,329
Stop Hormone Replacement Therapy (HRT) - Stopping Hormones,"if symptoms of lower estrogen become significant, then maintain current dosage for several weeks and, if necessary, increase to next highest dosage for 2-4 weeks.","[1.0, 2.0, 1.0, 1.0, 1.0]",1.0,1,330
Submit a Link to a Web Directory,Select the category that fits the website topic,"[1, 2, 1, 2, 2]",1.0,1,331
Apply for a Utility Patent - Evaluating Your Invention's Patentability, Decide whether you need international protection,"[1, 2, 2, 2, 0]",0.6,1,332
Eject the CD Tray for Windows 10 - Ejecting from Inside a Desktop PC,between 5 &6,"[1.0, 1.0, -2.0, 2.0, 1.0]",0.6,1,333
Make Soursop Juice - Mashing the Soursop, Wash your hands,"[1, 2, 0, 1, 1]",0.6,1,334
Use Bing Maps - Viewing Maps, Identify a location,"[2, 1, 1, 1, 1]",1.0,1,335
Prune Walnut Trees - Deciding on Tools, Remove branches with a hand saw if they are 2–6 in (5,"[2, 0, 1, 0, 2]",0.4,1,336
Paint Patio Furniture - Refinishing Rusty Metal Furniture, Clean your chair with soap and water,"[1, -1, 1, 0, 2]",0.4,1,337
Sew on a Wig - Preparing Your Hair and the Wig, Place clips to hold the wig while you sew,"[0, 1, 0, 0, 1]",0.4,0,338
Boil Cabbage - Boiling the Cabbage, Remove the cabbage from the pot,"[2, 0, 1, 2, 2]",0.6,1,339
Talk About Daily Stress with Your Partner - Having Daily Conversations, Listen,"[2, 1, 2, 1, 1]",1.0,1,340
Cook Brazilian Rice - Method One: Traditional Brazilian Rice,Heat the oil in a large saucepan,"[2, 2, 2, 1, 1]",1.0,1,341
Submit a Link to a Web Directory," After choosing the category, click the submit link button this will open a Submission request form page","[1, 1, 0, 1, 2]",0.6,1,342
Cook Hot Dogs - Frying Hot Dogs,Cut up some hot dogs,"[1, 0, 2, 2, 2]",0.6,1,343
Find Perfect Ice Skates, Go to the ice skate area and look at all of the skates,"[2, 0, 2, 1, 1]",0.6,1,344
Make Banana Walnut Cake Pops - Decorating the Cake Balls, Finished,"[2, 1, 2, 2, 1]",1.0,1,345
Format FAT32 - Windows (Drives 32 GB and Smaller)," Click ""OK"" to start the format process","[1, 2, 2, 0, 2]",0.6,1,346
Contact the iTunes Store - Using Apple Support Resources,Access the iTunes support page on Apple's website,"[2, 2, 2, 1, -1]",0.6,1,347
Roll Paper Cartridges (Reenacting) - Twisting the Left Edge, Fold the twisted edge onto itself,"[0, 1, 2, 1, 1]",0.6,1,348
Contact Max Factor - Contacting via Twitter, Type your message and click “Tweet,"[1, 2, 1, 0, 1]",0.6,1,349
Clean a Dog's Wound - Seeking Professional Veterinary Help, Have the vet drain or debride the wound if necessary,"[1, 2, 0, 0, 0]",0.4,0,350
Install Popup Camper Air Conditioner Roof Supports - Completing the Installation, Put the canvas back in the track and re-insert the screws,"[0, 2, 0, 2, -1]",0.4,0,351
Draw Cute Animals - A Cute Tiger, Draw a rectangle on the right bottom side of the square,"[1, 0, 2, 2, 1]",0.6,1,352
Test Biodegradability of Plastic - Examining the Plastic,Biodegradable plastics that are made of cornstarch or plant pulp can ... Make sure the plastic you want to test says “biodegradable” or “compostable” on it.,"[1.0, 1.0, 2.0, 2.0, 1.0]",1.0,1,353
"Make a Plaster Cast of a Footwear Mark, Tyre Impression or Animal Footprint", Mix the Plaster of Paris,"[2, 0, 2, 0, 2]",0.4,1,354
