,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
100,100,100,xxx,xxx,How to Take Care of and Prevent a Rip in Gymnastics - Healing a Minor Gymnastics Rip,xxx,"Know what a rip looks like. Take the skin off. Wash the hands in soap and water after removing the skin. Apply antibiotic ointment, such as Neosporin or Lucas' Papaw Ointment, available from the drugstore or Amazon. If available, spray on a liquid bandage. Cool down hot rips. Wrap the rip. Rest the rip for a couple of days.",xxx,xxx,xxx,1
101,101,101,xxx,xxx,How to Use a Nose Trimmer - Cleaning and Storing the Trimmer,xxx,"Rinse out the hairs from the blades after every use. Spray the blades with a barber’s disinfectant. Store the nose trimmer in a clean, dry place.",xxx,xxx,xxx,0
102,102,102,xxx,xxx,How to Break in a Bible - Part Three: Long-Term Bible Care,xxx,"Keep the Bible out of direct sunlight. Avoid moisture. Support upright Bibles. Mark carefully. Use the Bible regularly. Apply additional oil, if necessary. Quickly clean away dirt and spills.",xxx,xxx,xxx,0
103,103,103,xxx,xxx,How to Deal With a Married Boyfriend - Learning The Risks,xxx,Be aware that he likely won't leave his wife. Realize that he will always be connected to his family. Prepare yourself for a difficult relationship.,xxx,xxx,xxx,0
104,104,104,xxx,xxx,How to Perform Tracheostomy Care - Suctioning the Tube,xxx,Gather your materials. Wash your hands thoroughly. Prepare and test the catheter. Prep the patient and administer saline. Insert the catheter and apply suction. Let the patient get some air.,xxx,xxx,xxx,1
105,105,105,xxx,xxx,How to Lose Pancreas Fat - Radically Restricting Your Caloric Intake,xxx,Consult your doctor. Set a goal to lose 10–15 kilograms (22–33 lb). Eat 825–850 calories per day. Stay motivated. Reintroduce food gradually over 2-8 weeks. Begin including daily activity after you reach your weight goal.,xxx,xxx,xxx,0
106,106,106,xxx,xxx,How to Make Spring Rolls - Cooking Thai Fresh Rolled,xxx,"Mix the tapioca flour and rice flour in bowl. Mix coconut milk, salt and coconut sugar. Divide the flour mixture into 3 cups of droplets of food coloring. Bring the pan over low heat. Make a slight increase in volume and wait for the cooked until it looks mellow. Bring it to the cutting board.",xxx,xxx,xxx,1
107,107,107,xxx,xxx,How to Defrost Salmon - Thawing in Cold Water,xxx,"Place the frozen salmon in a resealable plastic bag. Set the bagged salmon into a large, deep bowl. Fill up the bowl with cold water until the salmon is submerged. Refresh the water every 10 to 20 minutes or use running water. Thaw the salmon under cold water for up to 1 hour before cooking it.",xxx,xxx,xxx,1
108,108,108,xxx,xxx,How to Post Process Smoke Images - Mirroring Your Smoke,xxx,Have your basically processed image. Make a selection of the smoke and invert it. Duplicate the layer and flip it so that it is 'reflected'.,xxx,xxx,xxx,1
109,109,109,xxx,xxx,How to Motivate Yourself to Run Regularly - Considering Some Strength Training,xxx,Contemplate taking your exercise a step further. Run three to four times a week. Add some strength training. Take breaks too.,xxx,xxx,xxx,0
110,110,110,xxx,xxx,"How to Answer ""What Are Your Strengths"" in an Interview - Preparing Your Answers",xxx,Add examples for each strength you wrote on your list. Analyze how your strengths align with the company's needs. Pick 3 strengths you have that are relevant to the position. Prepare to answer a follow up question about your weaknesses.,xxx,xxx,xxx,0
111,111,111,xxx,xxx,How to Make German Chocolate Caramel Brownies,xxx,"Combine the light caramels and the first 1/3 cup of evaporated milk in a saucepan. Remove from heat and set aside. Preheat the oven to 350ºF/180ºC. Mix the German chocolate cake mix, butter, second 1/3 cup of evaporated milk, chopped nuts in a large bowl, by hand. Press half of the batter into the pan. Place in the oven and bake for 8-9 minutes. Drizzle the melted caramel over the top of the semi-cooked cake half and sprinkle over the chocolate chips. Drop small spoonfuls of the remaining half of the batter over the top of the semi-cooked half. Bake at 350ºF/180ºC for 15 to 18 minutes. Remove from the oven and leave to cool.",xxx,xxx,xxx,1
112,112,112,xxx,xxx,How to Keep Japanese Weather Loaches - Setting up Your Aquarium,xxx,"Purchase a tank with 40 US gal (150 L) of space and a 4 ft (1.2 m) length. Create a bottom substrate with small-grained sand or gravel. Decorate the tank with plants, rocks, and shelters. Install an under-gravel or power filter. Fill your tank with conditioned water. Install a heater inside your tank to keep it warm.",xxx,xxx,xxx,1
113,113,113,xxx,xxx,How to Become an Executive Coach - Continuing Your Professional Development,xxx,"Find conferences, seminars, and courses through your organization. Choose a more experienced coach to mentor you. Take accredited courses to satisfy your renewal requirements. Renew your credentials when necessary. Apply for advanced certifications as you gain experience.",xxx,xxx,xxx,0
114,114,114,xxx,xxx,How to Politely End a Conversation - Abruptly Ending Conversations,xxx,Respect and protect your boundaries. Use an assertive tone. Inform them that they have crossed a line if they are offensive. Announce that the conversation is over.,xxx,xxx,xxx,0
115,115,115,xxx,xxx,How to Harvest Purslane - Growing Purslane,xxx,"Purchase purslane seeds. Choose a suitable patch of soil for planting. Plant purslane in spring or summer. Water purslane in arid climates, heatwaves, and droughts. Manage purslane size with frequent harvesting.",xxx,xxx,xxx,1
116,116,116,xxx,xxx,How to Make Sweet Curry Powder,xxx,"If using fresh spices, grind or mill them in readiness. Mix the spices together in a small mixing bowl. Pour into a suitable airtight container for storage. Label and store.",xxx,xxx,xxx,1
117,117,117,xxx,xxx,How to Play Roller Derby - Starting the Jam,xxx,Get the blockers and pivots on the straight portion of the track. Position the jammers behind the pack before each jam starts. Begin timing the skaters for a jam (2 minutes) once they start moving. Start a new jam after 1 jam ends. Take up to three 1-minute time outs during the game. Swap out players between jams as needed.,xxx,xxx,xxx,1
118,118,118,xxx,xxx,How to Relax in Bed - Making Your Bedroom Relaxing,xxx,Turn off everything electronic. Get the lighting right. Adjust the temperature. Fill the room with a relaxing scent. Throw on some comfy clothes.,xxx,xxx,xxx,0
119,119,119,xxx,xxx,How to Format FAT32 - Windows (Drives 32 GB and Smaller),xxx,"Back up anything on the drive you want to save. Open the Computer/This PC window. Right-click on your USB drive and select ""Format."" Select ""FAT32"" from the ""File system"" menu. Uncheck ""Perform quick format"" if the USB is performing poorly. Give the drive a label. Click ""OK"" to start the format process. Verify that your drive works.",xxx,xxx,xxx,1
120,120,120,xxx,xxx,How to Throat Sing - Throat Singing,xxx,"Relax your jaw and lips. Make an ""R"" or ""L"" sound with the tip of your tongue. Sing a comfortably low ""base"" note. Move the body of your tongue back and forth. Slowly change the shape of your lips to adjust the sound. Bring it all together to throat sing.",xxx,xxx,xxx,1
121,121,121,xxx,xxx,How to Teach Yourself to Get Up As Soon As Your Alarm Clock Goes Off - Waking Up,xxx,Sit up immediately. Use your environment to help you continue to wake up. Begin your morning routine immediately. Start your day with physical activity. Make and eat a healthy breakfast.,xxx,xxx,xxx,1
122,122,122,xxx,xxx,How to Endure a Root Canal - Understanding the Procedure,xxx,Learn why the pulp needs to be removed. Become knowledgeable about the process. Kill any lingering bacteria after the dentist places the filling. Fit a new crown on your tooth to finish out the procedure.,xxx,xxx,xxx,0
123,123,123,xxx,xxx,How to Treat a Child with Apert Syndrome - Treating Apert Syndrome with Surgery,xxx,Consider facial reconstruction surgery. Know that surgery can be done to repair your child's shallow eye sockets. Talk to a surgeon about cleft palate reconstruction. Have your child's fingers and toes separated surgically. Consider LeFort III surgery.,xxx,xxx,xxx,0
124,124,124,xxx,xxx,How to Control Your Man - Benefiting from a Loving Relationship,xxx,Be more socially connected. Feel more secure. Improve your health.,xxx,xxx,xxx,0
125,125,125,xxx,xxx,How to Pair Chocolate with Cheese - Pairing Chocolates With Cheeses That Complement Each Other,xxx,Try most cheeses with dark chocolate. Pair milk chocolates with mild cheeses. Taste white chocolate with mellow cheeses. Pair crunchy chocolates or bark with a variety of cheeses.,xxx,xxx,xxx,0
126,126,126,xxx,xxx,How to Enjoy Your Life and Your Job - Part Two: Have a Fulfilling Work Life,xxx,Evaluate your current job. Change your job description. Transfer within the company. Work with different people. Confide in a trustworthy co-worker. Shift your hours. Personalize your working space. Clear out the clutter. Multitask less often. Think ahead.,xxx,xxx,xxx,0
127,127,127,xxx,xxx,How to Talk About Daily Stress with Your Partner - Having Daily Conversations,xxx,Approach your partner. Open up about how you feel. Discuss your stress temperature. Listen. Find an appropriate limit. Keep updated on each other’s lives.,xxx,xxx,xxx,1
128,128,128,xxx,xxx,How to Get Free Stuff - Getting Free Food,xxx,"Get free coffee at the bank. Hit up the continental breakfast with the ""other"" guests. Hit up the farmers' market just before closing time. Head to a street festival for samples. Get free tastes. Check the trash behind grocery outlets. Learn to recognize edible plants and other foragable food.",xxx,xxx,xxx,0
129,129,129,xxx,xxx,How to Install Pool Cue Tips,xxx,"Use a razor blade, sharp knife, or pliers to either cut or pull off the old tip from the end of the cue. Scrape off any remaining old glue from the ferrule using your blade or knife. Use 60 to 80 grit sandpaper to sand down and smooth the end of the pool cue to make the surface as even as possible. Apply a small amount of nail polish remover to a paper towel. Wipe any remaining residue from the cue tip and bottom shaft areas using the paper towel to prepare for the installation of a new pool cue tip. Place the new tip flat side down on a piece of 400 to 600 fine grit sandpaper. Use slight, but even pressure to sand the tip using the sandpaper until the tip is smooth on the back side. Place the tip on the end of the cue to verify that the tip lies flat across the top of the ferrule. Apply a few drops of glue to the top of the pool shaft. Place the cue tip flat side down on the shaft and make adjustments as necessary so that the tip lines up in the center. Use a paper towel to wipe away any glue residue that escapes from the sides of the cue tip and shaft. Allow the shaft to sit for at least one hour or until the glue dries. Use the fine grit sandpaper to gently sand the edges of the tip to make it smooth for billiards play. Use sandpaper or a tip shaper tool to shape the cue as desired.",xxx,xxx,xxx,1
130,130,130,xxx,xxx,How to Text a Heart Using Symbols,xxx,Create a new message. Enter the recipient. Go to the symbol keypad to add symbols. Insert the open angle bracket. Add a 3. Send your message.,xxx,xxx,xxx,1
131,131,131,xxx,xxx,How to Use a VCR for Extended Recording of Radio Talk Shows,xxx,"Turn on radio - set to desired station at moderate volume Connect appropriate cable from radio output jack to input audio jack on rear of VCR (L1) Turn on TV and VCR - insert blank tape On VCR remote control - select VCR - select extended play speed (S.L.P) - press Menu - select Timer Program (OK) - press Input to select Channel L1 - set date - set start time - set end time - press OK twice. Press Menu (to return to normal TV display). Turn off TV and VCR - leave radio on and connected to L1 After recording has finished, rewind tape, turn TV on and press Play on VCR to listen to recording.",xxx,xxx,xxx,1
132,132,132,xxx,xxx,How to Heal a Sore Arm - Resting Your Arm,xxx,Rest the sore area. Use wraps or compressive elastic bandages. Remove all jewelry. Wear a sling. Elevate your arm.,xxx,xxx,xxx,0
133,133,133,xxx,xxx,How to Be a Healthy Kid - Having Fun and Building Relationships,xxx,Have fun with friends and family. Look for role models. Make time to just relax.,xxx,xxx,xxx,0
